loc,length,bug type,approach
43,13,Re-entrancy,code snippet injection
22,20,Re-entrancy,code snippet injection
8,13,Re-entrancy,code snippet injection
387,12,Re-entrancy,code snippet injection
368,14,Re-entrancy,code snippet injection
345,16,Re-entrancy,code snippet injection
325,14,Re-entrancy,code snippet injection
299,16,Re-entrancy,code snippet injection
284,8,Re-entrancy,code snippet injection
249,27,Re-entrancy,code snippet injection
197,28,Re-entrancy,code snippet injection
164,12,Re-entrancy,code snippet injection
122,20,Re-entrancy,code snippet injection
111,8,Re-entrancy,code snippet injection
104,6,Re-entrancy,code snippet injection
95,8,Re-entrancy,code snippet injection
87,7,Re-entrancy,code snippet injection
78,8,Re-entrancy,code snippet injection
67,10,Re-entrancy,code snippet injection
58,8,Re-entrancy,code snippet injection
