loc,length,bug type,approach
421,13,Re-entrancy,code snippet injection
172,20,Re-entrancy,code snippet injection
124,13,Re-entrancy,code snippet injection
103,12,Re-entrancy,code snippet injection
911,14,Re-entrancy,code snippet injection
887,16,Re-entrancy,code snippet injection
865,14,Re-entrancy,code snippet injection
836,16,Re-entrancy,code snippet injection
819,8,Re-entrancy,code snippet injection
770,27,Re-entrancy,code snippet injection
727,28,Re-entrancy,code snippet injection
692,12,Re-entrancy,code snippet injection
664,20,Re-entrancy,code snippet injection
648,8,Re-entrancy,code snippet injection
635,6,Re-entrancy,code snippet injection
621,8,Re-entrancy,code snippet injection
606,7,Re-entrancy,code snippet injection
594,8,Re-entrancy,code snippet injection
579,10,Re-entrancy,code snippet injection
566,8,Re-entrancy,code snippet injection
526,8,Re-entrancy,code snippet injection
500,5,Re-entrancy,code snippet injection
461,14,Re-entrancy,code snippet injection
228,8,Re-entrancy,code snippet injection
214,7,Re-entrancy,code snippet injection
197,8,Re-entrancy,code snippet injection
150,10,Re-entrancy,code snippet injection
103,8,Re-entrancy,code snippet injection
94,8,Re-entrancy,code snippet injection
88,5,Re-entrancy,code snippet injection
79,8,Re-entrancy,code snippet injection
71,7,Re-entrancy,code snippet injection
62,8,Re-entrancy,code snippet injection
403,16,Re-entrancy,code snippet injection
392,10,Re-entrancy,code snippet injection
382,8,Re-entrancy,code snippet injection
373,8,Re-entrancy,code snippet injection
358,14,Re-entrancy,code snippet injection
341,16,Re-entrancy,code snippet injection
323,17,Re-entrancy,code snippet injection
295,27,Re-entrancy,code snippet injection
266,28,Re-entrancy,code snippet injection
