loc,length,bug type,approach
1250,13,Re-entrancy,code snippet injection
1219,20,Re-entrancy,code snippet injection
1169,13,Re-entrancy,code snippet injection
1150,12,Re-entrancy,code snippet injection
1085,14,Re-entrancy,code snippet injection
1048,16,Re-entrancy,code snippet injection
1013,14,Re-entrancy,code snippet injection
976,16,Re-entrancy,code snippet injection
963,8,Re-entrancy,code snippet injection
918,27,Re-entrancy,code snippet injection
880,28,Re-entrancy,code snippet injection
859,12,Re-entrancy,code snippet injection
830,20,Re-entrancy,code snippet injection
799,8,Re-entrancy,code snippet injection
772,6,Re-entrancy,code snippet injection
705,8,Re-entrancy,code snippet injection
689,7,Re-entrancy,code snippet injection
672,8,Re-entrancy,code snippet injection
653,10,Re-entrancy,code snippet injection
631,8,Re-entrancy,code snippet injection
591,8,Re-entrancy,code snippet injection
558,5,Re-entrancy,code snippet injection
531,14,Re-entrancy,code snippet injection
519,8,Re-entrancy,code snippet injection
502,7,Re-entrancy,code snippet injection
470,8,Re-entrancy,code snippet injection
450,10,Re-entrancy,code snippet injection
423,8,Re-entrancy,code snippet injection
414,8,Re-entrancy,code snippet injection
408,5,Re-entrancy,code snippet injection
399,8,Re-entrancy,code snippet injection
391,7,Re-entrancy,code snippet injection
381,8,Re-entrancy,code snippet injection
364,16,Re-entrancy,code snippet injection
353,10,Re-entrancy,code snippet injection
344,8,Re-entrancy,code snippet injection
335,8,Re-entrancy,code snippet injection
320,14,Re-entrancy,code snippet injection
303,16,Re-entrancy,code snippet injection
285,17,Re-entrancy,code snippet injection
257,27,Re-entrancy,code snippet injection
228,28,Re-entrancy,code snippet injection
