loc,length,bug type,approach
356,13,Re-entrancy,code snippet injection
335,20,Re-entrancy,code snippet injection
321,13,Re-entrancy,code snippet injection
564,12,Re-entrancy,code snippet injection
543,14,Re-entrancy,code snippet injection
521,16,Re-entrancy,code snippet injection
501,14,Re-entrancy,code snippet injection
475,16,Re-entrancy,code snippet injection
452,8,Re-entrancy,code snippet injection
394,27,Re-entrancy,code snippet injection
54,28,Re-entrancy,code snippet injection
41,12,Re-entrancy,code snippet injection
17,20,Re-entrancy,code snippet injection
262,8,Re-entrancy,code snippet injection
252,6,Re-entrancy,code snippet injection
240,8,Re-entrancy,code snippet injection
229,7,Re-entrancy,code snippet injection
217,8,Re-entrancy,code snippet injection
203,10,Re-entrancy,code snippet injection
