loc,length,bug type,approach
124,13,Re-entrancy,code snippet injection
101,20,Re-entrancy,code snippet injection
85,13,Re-entrancy,code snippet injection
394,12,Re-entrancy,code snippet injection
362,14,Re-entrancy,code snippet injection
331,16,Re-entrancy,code snippet injection
298,14,Re-entrancy,code snippet injection
267,16,Re-entrancy,code snippet injection
243,8,Re-entrancy,code snippet injection
203,27,Re-entrancy,code snippet injection
154,28,Re-entrancy,code snippet injection
70,12,Re-entrancy,code snippet injection
49,20,Re-entrancy,code snippet injection
38,8,Re-entrancy,code snippet injection
30,6,Re-entrancy,code snippet injection
21,8,Re-entrancy,code snippet injection
13,7,Re-entrancy,code snippet injection
