loc,length,bug type,approach
128,13,Re-entrancy,code snippet injection
105,20,Re-entrancy,code snippet injection
89,13,Re-entrancy,code snippet injection
398,12,Re-entrancy,code snippet injection
366,14,Re-entrancy,code snippet injection
335,16,Re-entrancy,code snippet injection
302,14,Re-entrancy,code snippet injection
271,16,Re-entrancy,code snippet injection
247,8,Re-entrancy,code snippet injection
207,27,Re-entrancy,code snippet injection
158,28,Re-entrancy,code snippet injection
74,12,Re-entrancy,code snippet injection
53,20,Re-entrancy,code snippet injection
42,8,Re-entrancy,code snippet injection
34,6,Re-entrancy,code snippet injection
25,8,Re-entrancy,code snippet injection
17,7,Re-entrancy,code snippet injection
