loc,length,bug type,approach
230,13,Re-entrancy,code snippet injection
209,20,Re-entrancy,code snippet injection
26,13,Re-entrancy,code snippet injection
431,12,Re-entrancy,code snippet injection
411,14,Re-entrancy,code snippet injection
391,16,Re-entrancy,code snippet injection
372,14,Re-entrancy,code snippet injection
352,16,Re-entrancy,code snippet injection
340,8,Re-entrancy,code snippet injection
302,27,Re-entrancy,code snippet injection
265,28,Re-entrancy,code snippet injection
134,12,Re-entrancy,code snippet injection
113,20,Re-entrancy,code snippet injection
104,8,Re-entrancy,code snippet injection
61,6,Re-entrancy,code snippet injection
44,8,Re-entrancy,code snippet injection
250,7,Re-entrancy,code snippet injection
200,8,Re-entrancy,code snippet injection
189,10,Re-entrancy,code snippet injection
179,8,Re-entrancy,code snippet injection
170,8,Re-entrancy,code snippet injection
164,5,Re-entrancy,code snippet injection
149,14,Re-entrancy,code snippet injection
16,8,Re-entrancy,code snippet injection
8,7,Re-entrancy,code snippet injection
