loc,length,bug type,approach
73,13,Re-entrancy,code snippet injection
660,20,Re-entrancy,code snippet injection
643,13,Re-entrancy,code snippet injection
626,12,Re-entrancy,code snippet injection
599,14,Re-entrancy,code snippet injection
436,16,Re-entrancy,code snippet injection
410,14,Re-entrancy,code snippet injection
376,16,Re-entrancy,code snippet injection
346,8,Re-entrancy,code snippet injection
308,27,Re-entrancy,code snippet injection
273,28,Re-entrancy,code snippet injection
253,12,Re-entrancy,code snippet injection
156,20,Re-entrancy,code snippet injection
29,8,Re-entrancy,code snippet injection
22,6,Re-entrancy,code snippet injection
13,8,Re-entrancy,code snippet injection
5,7,Re-entrancy,code snippet injection
233,8,Re-entrancy,code snippet injection
221,10,Re-entrancy,code snippet injection
211,8,Re-entrancy,code snippet injection
201,8,Re-entrancy,code snippet injection
194,5,Re-entrancy,code snippet injection
178,14,Re-entrancy,code snippet injection
119,8,Re-entrancy,code snippet injection
110,7,Re-entrancy,code snippet injection
100,8,Re-entrancy,code snippet injection
88,10,Re-entrancy,code snippet injection
