loc,length,bug type,approach
100,13,Re-entrancy,code snippet injection
78,20,Re-entrancy,code snippet injection
472,13,Re-entrancy,code snippet injection
455,12,Re-entrancy,code snippet injection
423,14,Re-entrancy,code snippet injection
388,16,Re-entrancy,code snippet injection
364,14,Re-entrancy,code snippet injection
343,16,Re-entrancy,code snippet injection
330,8,Re-entrancy,code snippet injection
294,27,Re-entrancy,code snippet injection
260,28,Re-entrancy,code snippet injection
242,12,Re-entrancy,code snippet injection
217,20,Re-entrancy,code snippet injection
204,8,Re-entrancy,code snippet injection
193,6,Re-entrancy,code snippet injection
178,8,Re-entrancy,code snippet injection
166,7,Re-entrancy,code snippet injection
151,8,Re-entrancy,code snippet injection
129,10,Re-entrancy,code snippet injection
68,8,Re-entrancy,code snippet injection
58,8,Re-entrancy,code snippet injection
45,5,Re-entrancy,code snippet injection
29,14,Re-entrancy,code snippet injection
19,8,Re-entrancy,code snippet injection
10,7,Re-entrancy,code snippet injection
