loc,length,bug type,approach
198,13,Re-entrancy,code snippet injection
175,20,Re-entrancy,code snippet injection
159,13,Re-entrancy,code snippet injection
544,12,Re-entrancy,code snippet injection
521,14,Re-entrancy,code snippet injection
491,16,Re-entrancy,code snippet injection
461,14,Re-entrancy,code snippet injection
431,16,Re-entrancy,code snippet injection
409,8,Re-entrancy,code snippet injection
368,27,Re-entrancy,code snippet injection
326,28,Re-entrancy,code snippet injection
304,12,Re-entrancy,code snippet injection
274,20,Re-entrancy,code snippet injection
257,8,Re-entrancy,code snippet injection
244,6,Re-entrancy,code snippet injection
68,8,Re-entrancy,code snippet injection
149,7,Re-entrancy,code snippet injection
140,8,Re-entrancy,code snippet injection
127,10,Re-entrancy,code snippet injection
118,8,Re-entrancy,code snippet injection
108,8,Re-entrancy,code snippet injection
102,5,Re-entrancy,code snippet injection
87,14,Re-entrancy,code snippet injection
55,8,Re-entrancy,code snippet injection
