loc,length,bug type,approach
229,13,Re-entrancy,code snippet injection
157,20,Re-entrancy,code snippet injection
143,13,Re-entrancy,code snippet injection
603,12,Re-entrancy,code snippet injection
581,14,Re-entrancy,code snippet injection
557,16,Re-entrancy,code snippet injection
530,14,Re-entrancy,code snippet injection
505,16,Re-entrancy,code snippet injection
479,8,Re-entrancy,code snippet injection
437,27,Re-entrancy,code snippet injection
396,28,Re-entrancy,code snippet injection
376,12,Re-entrancy,code snippet injection
348,20,Re-entrancy,code snippet injection
276,8,Re-entrancy,code snippet injection
264,6,Re-entrancy,code snippet injection
247,8,Re-entrancy,code snippet injection
188,7,Re-entrancy,code snippet injection
134,8,Re-entrancy,code snippet injection
123,10,Re-entrancy,code snippet injection
114,8,Re-entrancy,code snippet injection
105,8,Re-entrancy,code snippet injection
99,5,Re-entrancy,code snippet injection
84,14,Re-entrancy,code snippet injection
67,8,Re-entrancy,code snippet injection
56,7,Re-entrancy,code snippet injection
44,8,Re-entrancy,code snippet injection
30,10,Re-entrancy,code snippet injection
326,8,Re-entrancy,code snippet injection
315,8,Re-entrancy,code snippet injection
309,5,Re-entrancy,code snippet injection
300,8,Re-entrancy,code snippet injection
292,7,Re-entrancy,code snippet injection
219,8,Re-entrancy,code snippet injection
202,16,Re-entrancy,code snippet injection
