loc,length,bug type,approach
415,13,Re-entrancy,code snippet injection
394,20,Re-entrancy,code snippet injection
380,13,Re-entrancy,code snippet injection
367,12,Re-entrancy,code snippet injection
352,14,Re-entrancy,code snippet injection
335,16,Re-entrancy,code snippet injection
70,14,Re-entrancy,code snippet injection
53,16,Re-entrancy,code snippet injection
783,8,Re-entrancy,code snippet injection
702,27,Re-entrancy,code snippet injection
647,28,Re-entrancy,code snippet injection
609,12,Re-entrancy,code snippet injection
567,20,Re-entrancy,code snippet injection
522,8,Re-entrancy,code snippet injection
491,6,Re-entrancy,code snippet injection
467,8,Re-entrancy,code snippet injection
174,7,Re-entrancy,code snippet injection
165,8,Re-entrancy,code snippet injection
154,10,Re-entrancy,code snippet injection
145,8,Re-entrancy,code snippet injection
136,8,Re-entrancy,code snippet injection
130,5,Re-entrancy,code snippet injection
115,14,Re-entrancy,code snippet injection
102,8,Re-entrancy,code snippet injection
91,7,Re-entrancy,code snippet injection
41,8,Re-entrancy,code snippet injection
22,10,Re-entrancy,code snippet injection
325,8,Re-entrancy,code snippet injection
315,8,Re-entrancy,code snippet injection
309,5,Re-entrancy,code snippet injection
300,8,Re-entrancy,code snippet injection
292,7,Re-entrancy,code snippet injection
283,8,Re-entrancy,code snippet injection
266,16,Re-entrancy,code snippet injection
255,10,Re-entrancy,code snippet injection
9,8,Re-entrancy,code snippet injection
