loc,length,bug type,approach
358,13,Re-entrancy,code snippet injection
330,20,Re-entrancy,code snippet injection
307,13,Re-entrancy,code snippet injection
271,12,Re-entrancy,code snippet injection
253,14,Re-entrancy,code snippet injection
233,16,Re-entrancy,code snippet injection
191,14,Re-entrancy,code snippet injection
174,16,Re-entrancy,code snippet injection
165,8,Re-entrancy,code snippet injection
137,27,Re-entrancy,code snippet injection
107,28,Re-entrancy,code snippet injection
94,12,Re-entrancy,code snippet injection
72,20,Re-entrancy,code snippet injection
63,8,Re-entrancy,code snippet injection
56,6,Re-entrancy,code snippet injection
46,8,Re-entrancy,code snippet injection
38,7,Re-entrancy,code snippet injection
29,8,Re-entrancy,code snippet injection
