loc,length,bug type,approach
416,13,Re-entrancy,code snippet injection
169,20,Re-entrancy,code snippet injection
153,13,Re-entrancy,code snippet injection
138,12,Re-entrancy,code snippet injection
18,14,Re-entrancy,code snippet injection
595,16,Re-entrancy,code snippet injection
572,14,Re-entrancy,code snippet injection
550,16,Re-entrancy,code snippet injection
534,8,Re-entrancy,code snippet injection
499,27,Re-entrancy,code snippet injection
461,28,Re-entrancy,code snippet injection
437,12,Re-entrancy,code snippet injection
355,20,Re-entrancy,code snippet injection
329,8,Re-entrancy,code snippet injection
304,6,Re-entrancy,code snippet injection
281,8,Re-entrancy,code snippet injection
258,7,Re-entrancy,code snippet injection
237,8,Re-entrancy,code snippet injection
206,10,Re-entrancy,code snippet injection
68,8,Re-entrancy,code snippet injection
42,8,Re-entrancy,code snippet injection
408,5,Re-entrancy,code snippet injection
392,14,Re-entrancy,code snippet injection
383,8,Re-entrancy,code snippet injection
128,7,Re-entrancy,code snippet injection
119,8,Re-entrancy,code snippet injection
106,10,Re-entrancy,code snippet injection
96,8,Re-entrancy,code snippet injection
87,8,Re-entrancy,code snippet injection
81,5,Re-entrancy,code snippet injection
8,8,Re-entrancy,code snippet injection
