loc,length,bug type,approach
368,13,Re-entrancy,code snippet injection
347,20,Re-entrancy,code snippet injection
333,13,Re-entrancy,code snippet injection
81,12,Re-entrancy,code snippet injection
66,14,Re-entrancy,code snippet injection
49,16,Re-entrancy,code snippet injection
34,14,Re-entrancy,code snippet injection
496,16,Re-entrancy,code snippet injection
479,8,Re-entrancy,code snippet injection
439,27,Re-entrancy,code snippet injection
402,28,Re-entrancy,code snippet injection
385,12,Re-entrancy,code snippet injection
295,20,Re-entrancy,code snippet injection
281,8,Re-entrancy,code snippet injection
269,6,Re-entrancy,code snippet injection
254,8,Re-entrancy,code snippet injection
240,7,Re-entrancy,code snippet injection
227,8,Re-entrancy,code snippet injection
212,10,Re-entrancy,code snippet injection
199,8,Re-entrancy,code snippet injection
186,8,Re-entrancy,code snippet injection
176,5,Re-entrancy,code snippet injection
157,14,Re-entrancy,code snippet injection
126,8,Re-entrancy,code snippet injection
114,7,Re-entrancy,code snippet injection
101,8,Re-entrancy,code snippet injection
319,10,Re-entrancy,code snippet injection
24,8,Re-entrancy,code snippet injection
15,8,Re-entrancy,code snippet injection
9,5,Re-entrancy,code snippet injection
