loc,length,bug type,approach
506,13,Re-entrancy,code snippet injection
323,20,Re-entrancy,code snippet injection
61,13,Re-entrancy,code snippet injection
10,12,Re-entrancy,code snippet injection
618,14,Re-entrancy,code snippet injection
594,16,Re-entrancy,code snippet injection
572,14,Re-entrancy,code snippet injection
546,16,Re-entrancy,code snippet injection
488,8,Re-entrancy,code snippet injection
457,27,Re-entrancy,code snippet injection
425,28,Re-entrancy,code snippet injection
377,12,Re-entrancy,code snippet injection
351,20,Re-entrancy,code snippet injection
268,8,Re-entrancy,code snippet injection
239,6,Re-entrancy,code snippet injection
194,8,Re-entrancy,code snippet injection
183,7,Re-entrancy,code snippet injection
171,8,Re-entrancy,code snippet injection
157,10,Re-entrancy,code snippet injection
143,8,Re-entrancy,code snippet injection
129,8,Re-entrancy,code snippet injection
118,5,Re-entrancy,code snippet injection
97,14,Re-entrancy,code snippet injection
83,8,Re-entrancy,code snippet injection
29,7,Re-entrancy,code snippet injection
396,8,Re-entrancy,code snippet injection
311,10,Re-entrancy,code snippet injection
51,8,Re-entrancy,code snippet injection
42,8,Re-entrancy,code snippet injection
