loc,length,bug type,approach
341,10,Overflow-Underflow,code snippet injection
130,8,Overflow-Underflow,code snippet injection
123,4,Overflow-Underflow,code snippet injection
116,4,Overflow-Underflow,code snippet injection
20,10,Overflow-Underflow,code snippet injection
450,8,Overflow-Underflow,code snippet injection
437,4,Overflow-Underflow,code snippet injection
427,4,Overflow-Underflow,code snippet injection
409,10,Overflow-Underflow,code snippet injection
393,8,Overflow-Underflow,code snippet injection
379,4,Overflow-Underflow,code snippet injection
359,8,Overflow-Underflow,code snippet injection
301,4,Overflow-Underflow,code snippet injection
273,10,Overflow-Underflow,code snippet injection
246,8,Overflow-Underflow,code snippet injection
227,4,Overflow-Underflow,code snippet injection
207,4,Overflow-Underflow,code snippet injection
184,10,Overflow-Underflow,code snippet injection
155,8,Overflow-Underflow,code snippet injection
62,4,Overflow-Underflow,code snippet injection
40,4,Overflow-Underflow,code snippet injection
328,10,Overflow-Underflow,code snippet injection
322,4,Overflow-Underflow,code snippet injection
313,8,Overflow-Underflow,code snippet injection
109,4,Overflow-Underflow,code snippet injection
104,4,Overflow-Underflow,code snippet injection
91,10,Overflow-Underflow,code snippet injection
81,8,Overflow-Underflow,code snippet injection
76,4,Overflow-Underflow,code snippet injection
71,4,Overflow-Underflow,code snippet injection
8,10,Overflow-Underflow,code snippet injection
