loc,length,bug type,approach
389,10,Overflow-Underflow,code snippet injection
283,8,Overflow-Underflow,code snippet injection
46,4,Overflow-Underflow,code snippet injection
10,4,Overflow-Underflow,code snippet injection
468,10,Overflow-Underflow,code snippet injection
452,8,Overflow-Underflow,code snippet injection
440,4,Overflow-Underflow,code snippet injection
426,4,Overflow-Underflow,code snippet injection
369,10,Overflow-Underflow,code snippet injection
357,8,Overflow-Underflow,code snippet injection
349,4,Overflow-Underflow,code snippet injection
309,8,Overflow-Underflow,code snippet injection
299,4,Overflow-Underflow,code snippet injection
226,10,Overflow-Underflow,code snippet injection
195,8,Overflow-Underflow,code snippet injection
154,4,Overflow-Underflow,code snippet injection
146,4,Overflow-Underflow,code snippet injection
132,10,Overflow-Underflow,code snippet injection
120,8,Overflow-Underflow,code snippet injection
110,4,Overflow-Underflow,code snippet injection
100,4,Overflow-Underflow,code snippet injection
84,10,Overflow-Underflow,code snippet injection
73,4,Overflow-Underflow,code snippet injection
59,8,Overflow-Underflow,code snippet injection
21,4,Overflow-Underflow,code snippet injection
324,4,Overflow-Underflow,code snippet injection
271,10,Overflow-Underflow,code snippet injection
36,8,Overflow-Underflow,code snippet injection
31,4,Overflow-Underflow,code snippet injection
