loc,length,bug type,approach
59,10,Overflow-Underflow,code snippet injection
50,8,Overflow-Underflow,code snippet injection
44,4,Overflow-Underflow,code snippet injection
39,4,Overflow-Underflow,code snippet injection
28,10,Overflow-Underflow,code snippet injection
19,8,Overflow-Underflow,code snippet injection
14,4,Overflow-Underflow,code snippet injection
9,4,Overflow-Underflow,code snippet injection
335,10,Overflow-Underflow,code snippet injection
323,8,Overflow-Underflow,code snippet injection
312,4,Overflow-Underflow,code snippet injection
300,8,Overflow-Underflow,code snippet injection
271,4,Overflow-Underflow,code snippet injection
252,10,Overflow-Underflow,code snippet injection
235,8,Overflow-Underflow,code snippet injection
225,4,Overflow-Underflow,code snippet injection
214,4,Overflow-Underflow,code snippet injection
198,10,Overflow-Underflow,code snippet injection
155,8,Overflow-Underflow,code snippet injection
150,4,Overflow-Underflow,code snippet injection
144,4,Overflow-Underflow,code snippet injection
133,10,Overflow-Underflow,code snippet injection
128,4,Overflow-Underflow,code snippet injection
118,8,Overflow-Underflow,code snippet injection
112,4,Overflow-Underflow,code snippet injection
106,4,Overflow-Underflow,code snippet injection
95,10,Overflow-Underflow,code snippet injection
86,8,Overflow-Underflow,code snippet injection
