loc,length,bug type,approach
619,10,Overflow-Underflow,code snippet injection
605,8,Overflow-Underflow,code snippet injection
585,4,Overflow-Underflow,code snippet injection
573,4,Overflow-Underflow,code snippet injection
556,10,Overflow-Underflow,code snippet injection
512,8,Overflow-Underflow,code snippet injection
497,4,Overflow-Underflow,code snippet injection
472,4,Overflow-Underflow,code snippet injection
443,10,Overflow-Underflow,code snippet injection
418,8,Overflow-Underflow,code snippet injection
391,4,Overflow-Underflow,code snippet injection
364,8,Overflow-Underflow,code snippet injection
343,4,Overflow-Underflow,code snippet injection
315,10,Overflow-Underflow,code snippet injection
295,8,Overflow-Underflow,code snippet injection
284,4,Overflow-Underflow,code snippet injection
267,4,Overflow-Underflow,code snippet injection
250,10,Overflow-Underflow,code snippet injection
536,8,Overflow-Underflow,code snippet injection
531,4,Overflow-Underflow,code snippet injection
526,4,Overflow-Underflow,code snippet injection
232,10,Overflow-Underflow,code snippet injection
226,4,Overflow-Underflow,code snippet injection
216,8,Overflow-Underflow,code snippet injection
