loc,length,bug type,approach
82,10,Overflow-Underflow,code snippet injection
41,8,Overflow-Underflow,code snippet injection
126,4,Overflow-Underflow,code snippet injection
108,4,Overflow-Underflow,code snippet injection
71,10,Overflow-Underflow,code snippet injection
55,8,Overflow-Underflow,code snippet injection
94,4,Overflow-Underflow,code snippet injection
34,4,Overflow-Underflow,code snippet injection
23,10,Overflow-Underflow,code snippet injection
14,8,Overflow-Underflow,code snippet injection
8,4,Overflow-Underflow,code snippet injection
