loc,length,bug type,approach
997,10,Overflow-Underflow,code snippet injection
978,8,Overflow-Underflow,code snippet injection
937,4,Overflow-Underflow,code snippet injection
926,4,Overflow-Underflow,code snippet injection
865,10,Overflow-Underflow,code snippet injection
836,8,Overflow-Underflow,code snippet injection
811,4,Overflow-Underflow,code snippet injection
786,4,Overflow-Underflow,code snippet injection
771,10,Overflow-Underflow,code snippet injection
745,8,Overflow-Underflow,code snippet injection
731,4,Overflow-Underflow,code snippet injection
714,8,Overflow-Underflow,code snippet injection
701,4,Overflow-Underflow,code snippet injection
668,10,Overflow-Underflow,code snippet injection
639,8,Overflow-Underflow,code snippet injection
576,4,Overflow-Underflow,code snippet injection
563,4,Overflow-Underflow,code snippet injection
544,10,Overflow-Underflow,code snippet injection
527,8,Overflow-Underflow,code snippet injection
509,4,Overflow-Underflow,code snippet injection
473,4,Overflow-Underflow,code snippet injection
435,10,Overflow-Underflow,code snippet injection
418,4,Overflow-Underflow,code snippet injection
406,8,Overflow-Underflow,code snippet injection
392,4,Overflow-Underflow,code snippet injection
364,4,Overflow-Underflow,code snippet injection
344,10,Overflow-Underflow,code snippet injection
317,8,Overflow-Underflow,code snippet injection
312,4,Overflow-Underflow,code snippet injection
307,4,Overflow-Underflow,code snippet injection
296,10,Overflow-Underflow,code snippet injection
287,8,Overflow-Underflow,code snippet injection
281,4,Overflow-Underflow,code snippet injection
276,4,Overflow-Underflow,code snippet injection
271,4,Overflow-Underflow,code snippet injection
260,10,Overflow-Underflow,code snippet injection
251,8,Overflow-Underflow,code snippet injection
246,4,Overflow-Underflow,code snippet injection
241,4,Overflow-Underflow,code snippet injection
230,10,Overflow-Underflow,code snippet injection
