loc,length,bug type,approach
184,10,Overflow-Underflow,code snippet injection
142,8,Overflow-Underflow,code snippet injection
133,4,Overflow-Underflow,code snippet injection
523,4,Overflow-Underflow,code snippet injection
506,10,Overflow-Underflow,code snippet injection
494,8,Overflow-Underflow,code snippet injection
477,4,Overflow-Underflow,code snippet injection
468,4,Overflow-Underflow,code snippet injection
455,10,Overflow-Underflow,code snippet injection
443,8,Overflow-Underflow,code snippet injection
435,4,Overflow-Underflow,code snippet injection
422,8,Overflow-Underflow,code snippet injection
414,4,Overflow-Underflow,code snippet injection
400,10,Overflow-Underflow,code snippet injection
387,8,Overflow-Underflow,code snippet injection
377,4,Overflow-Underflow,code snippet injection
318,4,Overflow-Underflow,code snippet injection
284,10,Overflow-Underflow,code snippet injection
272,8,Overflow-Underflow,code snippet injection
241,4,Overflow-Underflow,code snippet injection
184,4,Overflow-Underflow,code snippet injection
173,10,Overflow-Underflow,code snippet injection
168,4,Overflow-Underflow,code snippet injection
156,8,Overflow-Underflow,code snippet injection
133,4,Overflow-Underflow,code snippet injection
128,4,Overflow-Underflow,code snippet injection
117,10,Overflow-Underflow,code snippet injection
108,8,Overflow-Underflow,code snippet injection
103,4,Overflow-Underflow,code snippet injection
98,4,Overflow-Underflow,code snippet injection
360,10,Overflow-Underflow,code snippet injection
350,8,Overflow-Underflow,code snippet injection
341,4,Overflow-Underflow,code snippet injection
336,4,Overflow-Underflow,code snippet injection
331,4,Overflow-Underflow,code snippet injection
301,10,Overflow-Underflow,code snippet injection
206,8,Overflow-Underflow,code snippet injection
