loc,length,bug type,approach
157,10,Overflow-Underflow,code snippet injection
146,8,Overflow-Underflow,code snippet injection
139,4,Overflow-Underflow,code snippet injection
409,4,Overflow-Underflow,code snippet injection
390,10,Overflow-Underflow,code snippet injection
368,8,Overflow-Underflow,code snippet injection
348,4,Overflow-Underflow,code snippet injection
330,4,Overflow-Underflow,code snippet injection
306,10,Overflow-Underflow,code snippet injection
284,8,Overflow-Underflow,code snippet injection
266,4,Overflow-Underflow,code snippet injection
248,8,Overflow-Underflow,code snippet injection
234,4,Overflow-Underflow,code snippet injection
215,10,Overflow-Underflow,code snippet injection
200,8,Overflow-Underflow,code snippet injection
68,4,Overflow-Underflow,code snippet injection
132,4,Overflow-Underflow,code snippet injection
121,10,Overflow-Underflow,code snippet injection
110,8,Overflow-Underflow,code snippet injection
105,4,Overflow-Underflow,code snippet injection
99,4,Overflow-Underflow,code snippet injection
88,10,Overflow-Underflow,code snippet injection
83,4,Overflow-Underflow,code snippet injection
55,8,Overflow-Underflow,code snippet injection
