loc,length,bug type,approach
22,10,Overflow-Underflow,code snippet injection
13,8,Overflow-Underflow,code snippet injection
8,4,Overflow-Underflow,code snippet injection
270,4,Overflow-Underflow,code snippet injection
255,10,Overflow-Underflow,code snippet injection
240,8,Overflow-Underflow,code snippet injection
230,4,Overflow-Underflow,code snippet injection
216,4,Overflow-Underflow,code snippet injection
202,10,Overflow-Underflow,code snippet injection
187,8,Overflow-Underflow,code snippet injection
175,4,Overflow-Underflow,code snippet injection
143,8,Overflow-Underflow,code snippet injection
118,4,Overflow-Underflow,code snippet injection
86,10,Overflow-Underflow,code snippet injection
75,8,Overflow-Underflow,code snippet injection
70,4,Overflow-Underflow,code snippet injection
64,4,Overflow-Underflow,code snippet injection
53,10,Overflow-Underflow,code snippet injection
44,8,Overflow-Underflow,code snippet injection
39,4,Overflow-Underflow,code snippet injection
34,4,Overflow-Underflow,code snippet injection
