loc,length,bug type,approach
378,10,Overflow-Underflow,code snippet injection
364,8,Overflow-Underflow,code snippet injection
21,4,Overflow-Underflow,code snippet injection
679,4,Overflow-Underflow,code snippet injection
658,10,Overflow-Underflow,code snippet injection
629,8,Overflow-Underflow,code snippet injection
588,4,Overflow-Underflow,code snippet injection
565,4,Overflow-Underflow,code snippet injection
538,10,Overflow-Underflow,code snippet injection
512,8,Overflow-Underflow,code snippet injection
496,4,Overflow-Underflow,code snippet injection
480,8,Overflow-Underflow,code snippet injection
469,4,Overflow-Underflow,code snippet injection
446,10,Overflow-Underflow,code snippet injection
433,8,Overflow-Underflow,code snippet injection
422,4,Overflow-Underflow,code snippet injection
409,4,Overflow-Underflow,code snippet injection
342,10,Overflow-Underflow,code snippet injection
318,8,Overflow-Underflow,code snippet injection
306,4,Overflow-Underflow,code snippet injection
294,4,Overflow-Underflow,code snippet injection
254,10,Overflow-Underflow,code snippet injection
240,4,Overflow-Underflow,code snippet injection
43,8,Overflow-Underflow,code snippet injection
30,4,Overflow-Underflow,code snippet injection
220,4,Overflow-Underflow,code snippet injection
209,10,Overflow-Underflow,code snippet injection
200,8,Overflow-Underflow,code snippet injection
194,4,Overflow-Underflow,code snippet injection
189,4,Overflow-Underflow,code snippet injection
178,10,Overflow-Underflow,code snippet injection
167,8,Overflow-Underflow,code snippet injection
162,4,Overflow-Underflow,code snippet injection
156,4,Overflow-Underflow,code snippet injection
150,4,Overflow-Underflow,code snippet injection
9,10,Overflow-Underflow,code snippet injection
