loc,length,bug type,approach
295,10,Overflow-Underflow,code snippet injection
286,8,Overflow-Underflow,code snippet injection
281,4,Overflow-Underflow,code snippet injection
276,4,Overflow-Underflow,code snippet injection
265,10,Overflow-Underflow,code snippet injection
256,8,Overflow-Underflow,code snippet injection
148,4,Overflow-Underflow,code snippet injection
559,4,Overflow-Underflow,code snippet injection
530,10,Overflow-Underflow,code snippet injection
513,8,Overflow-Underflow,code snippet injection
484,4,Overflow-Underflow,code snippet injection
470,8,Overflow-Underflow,code snippet injection
462,4,Overflow-Underflow,code snippet injection
443,10,Overflow-Underflow,code snippet injection
427,8,Overflow-Underflow,code snippet injection
415,4,Overflow-Underflow,code snippet injection
406,4,Overflow-Underflow,code snippet injection
384,10,Overflow-Underflow,code snippet injection
371,8,Overflow-Underflow,code snippet injection
362,4,Overflow-Underflow,code snippet injection
347,4,Overflow-Underflow,code snippet injection
328,10,Overflow-Underflow,code snippet injection
312,4,Overflow-Underflow,code snippet injection
183,8,Overflow-Underflow,code snippet injection
171,4,Overflow-Underflow,code snippet injection
157,4,Overflow-Underflow,code snippet injection
244,10,Overflow-Underflow,code snippet injection
235,8,Overflow-Underflow,code snippet injection
230,4,Overflow-Underflow,code snippet injection
224,4,Overflow-Underflow,code snippet injection
213,10,Overflow-Underflow,code snippet injection
204,8,Overflow-Underflow,code snippet injection
141,4,Overflow-Underflow,code snippet injection
136,4,Overflow-Underflow,code snippet injection
