loc,length,bug type,approach
146,10,Overflow-Underflow,code snippet injection
136,8,Overflow-Underflow,code snippet injection
130,4,Overflow-Underflow,code snippet injection
399,4,Overflow-Underflow,code snippet injection
385,10,Overflow-Underflow,code snippet injection
369,8,Overflow-Underflow,code snippet injection
357,4,Overflow-Underflow,code snippet injection
343,4,Overflow-Underflow,code snippet injection
325,10,Overflow-Underflow,code snippet injection
233,8,Overflow-Underflow,code snippet injection
220,4,Overflow-Underflow,code snippet injection
205,8,Overflow-Underflow,code snippet injection
194,4,Overflow-Underflow,code snippet injection
179,10,Overflow-Underflow,code snippet injection
164,8,Overflow-Underflow,code snippet injection
71,4,Overflow-Underflow,code snippet injection
58,4,Overflow-Underflow,code snippet injection
295,10,Overflow-Underflow,code snippet injection
278,8,Overflow-Underflow,code snippet injection
273,4,Overflow-Underflow,code snippet injection
267,4,Overflow-Underflow,code snippet injection
256,10,Overflow-Underflow,code snippet injection
251,4,Overflow-Underflow,code snippet injection
120,8,Overflow-Underflow,code snippet injection
115,4,Overflow-Underflow,code snippet injection
109,4,Overflow-Underflow,code snippet injection
98,10,Overflow-Underflow,code snippet injection
89,8,Overflow-Underflow,code snippet injection
84,4,Overflow-Underflow,code snippet injection
49,4,Overflow-Underflow,code snippet injection
