loc,length,bug type,approach
169,10,Overflow-Underflow,code snippet injection
128,8,Overflow-Underflow,code snippet injection
123,4,Overflow-Underflow,code snippet injection
443,4,Overflow-Underflow,code snippet injection
425,10,Overflow-Underflow,code snippet injection
409,8,Overflow-Underflow,code snippet injection
392,4,Overflow-Underflow,code snippet injection
379,4,Overflow-Underflow,code snippet injection
351,10,Overflow-Underflow,code snippet injection
328,8,Overflow-Underflow,code snippet injection
311,4,Overflow-Underflow,code snippet injection
295,8,Overflow-Underflow,code snippet injection
283,4,Overflow-Underflow,code snippet injection
211,10,Overflow-Underflow,code snippet injection
197,8,Overflow-Underflow,code snippet injection
184,4,Overflow-Underflow,code snippet injection
147,4,Overflow-Underflow,code snippet injection
112,10,Overflow-Underflow,code snippet injection
103,8,Overflow-Underflow,code snippet injection
98,4,Overflow-Underflow,code snippet injection
93,4,Overflow-Underflow,code snippet injection
82,10,Overflow-Underflow,code snippet injection
77,4,Overflow-Underflow,code snippet injection
60,8,Overflow-Underflow,code snippet injection
52,4,Overflow-Underflow,code snippet injection
44,4,Overflow-Underflow,code snippet injection
30,10,Overflow-Underflow,code snippet injection
261,8,Overflow-Underflow,code snippet injection
254,4,Overflow-Underflow,code snippet injection
249,4,Overflow-Underflow,code snippet injection
238,10,Overflow-Underflow,code snippet injection
229,8,Overflow-Underflow,code snippet injection
163,4,Overflow-Underflow,code snippet injection
158,4,Overflow-Underflow,code snippet injection
