loc,length,bug type,approach
273,10,Overflow-Underflow,code snippet injection
264,8,Overflow-Underflow,code snippet injection
259,4,Overflow-Underflow,code snippet injection
54,4,Overflow-Underflow,code snippet injection
43,10,Overflow-Underflow,code snippet injection
34,8,Overflow-Underflow,code snippet injection
29,4,Overflow-Underflow,code snippet injection
355,4,Overflow-Underflow,code snippet injection
336,10,Overflow-Underflow,code snippet injection
315,8,Overflow-Underflow,code snippet injection
302,4,Overflow-Underflow,code snippet injection
289,8,Overflow-Underflow,code snippet injection
239,4,Overflow-Underflow,code snippet injection
223,10,Overflow-Underflow,code snippet injection
209,8,Overflow-Underflow,code snippet injection
198,4,Overflow-Underflow,code snippet injection
187,4,Overflow-Underflow,code snippet injection
172,10,Overflow-Underflow,code snippet injection
159,8,Overflow-Underflow,code snippet injection
150,4,Overflow-Underflow,code snippet injection
141,4,Overflow-Underflow,code snippet injection
126,10,Overflow-Underflow,code snippet injection
117,4,Overflow-Underflow,code snippet injection
86,8,Overflow-Underflow,code snippet injection
77,4,Overflow-Underflow,code snippet injection
68,4,Overflow-Underflow,code snippet injection
247,10,Overflow-Underflow,code snippet injection
19,8,Overflow-Underflow,code snippet injection
14,4,Overflow-Underflow,code snippet injection
9,4,Overflow-Underflow,code snippet injection
