loc,length,bug type,approach
91,10,Overflow-Underflow,code snippet injection
82,8,Overflow-Underflow,code snippet injection
225,4,Overflow-Underflow,code snippet injection
217,4,Overflow-Underflow,code snippet injection
201,10,Overflow-Underflow,code snippet injection
189,8,Overflow-Underflow,code snippet injection
173,4,Overflow-Underflow,code snippet injection
161,4,Overflow-Underflow,code snippet injection
70,10,Overflow-Underflow,code snippet injection
57,8,Overflow-Underflow,code snippet injection
47,4,Overflow-Underflow,code snippet injection
32,8,Overflow-Underflow,code snippet injection
22,4,Overflow-Underflow,code snippet injection
142,10,Overflow-Underflow,code snippet injection
133,8,Overflow-Underflow,code snippet injection
128,4,Overflow-Underflow,code snippet injection
117,4,Overflow-Underflow,code snippet injection
106,10,Overflow-Underflow,code snippet injection
