loc,length,bug type,approach
22,10,Overflow-Underflow,code snippet injection
13,8,Overflow-Underflow,code snippet injection
8,4,Overflow-Underflow,code snippet injection
261,4,Overflow-Underflow,code snippet injection
246,10,Overflow-Underflow,code snippet injection
231,8,Overflow-Underflow,code snippet injection
221,4,Overflow-Underflow,code snippet injection
207,4,Overflow-Underflow,code snippet injection
190,10,Overflow-Underflow,code snippet injection
174,8,Overflow-Underflow,code snippet injection
146,4,Overflow-Underflow,code snippet injection
117,8,Overflow-Underflow,code snippet injection
91,4,Overflow-Underflow,code snippet injection
78,10,Overflow-Underflow,code snippet injection
69,8,Overflow-Underflow,code snippet injection
64,4,Overflow-Underflow,code snippet injection
59,4,Overflow-Underflow,code snippet injection
48,10,Overflow-Underflow,code snippet injection
39,8,Overflow-Underflow,code snippet injection
34,4,Overflow-Underflow,code snippet injection
