loc,length,bug type,approach
84,10,Overflow-Underflow,code snippet injection
73,8,Overflow-Underflow,code snippet injection
66,4,Overflow-Underflow,code snippet injection
276,4,Overflow-Underflow,code snippet injection
248,10,Overflow-Underflow,code snippet injection
225,8,Overflow-Underflow,code snippet injection
202,4,Overflow-Underflow,code snippet injection
183,4,Overflow-Underflow,code snippet injection
157,10,Overflow-Underflow,code snippet injection
136,8,Overflow-Underflow,code snippet injection
111,4,Overflow-Underflow,code snippet injection
55,8,Overflow-Underflow,code snippet injection
50,4,Overflow-Underflow,code snippet injection
37,10,Overflow-Underflow,code snippet injection
27,8,Overflow-Underflow,code snippet injection
22,4,Overflow-Underflow,code snippet injection
17,4,Overflow-Underflow,code snippet injection
