loc,length,bug type,approach
279,10,Overflow-Underflow,code snippet injection
149,8,Overflow-Underflow,code snippet injection
110,4,Overflow-Underflow,code snippet injection
97,4,Overflow-Underflow,code snippet injection
659,10,Overflow-Underflow,code snippet injection
643,8,Overflow-Underflow,code snippet injection
631,4,Overflow-Underflow,code snippet injection
614,4,Overflow-Underflow,code snippet injection
595,10,Overflow-Underflow,code snippet injection
565,8,Overflow-Underflow,code snippet injection
546,4,Overflow-Underflow,code snippet injection
515,8,Overflow-Underflow,code snippet injection
503,4,Overflow-Underflow,code snippet injection
485,10,Overflow-Underflow,code snippet injection
470,8,Overflow-Underflow,code snippet injection
460,4,Overflow-Underflow,code snippet injection
448,4,Overflow-Underflow,code snippet injection
434,10,Overflow-Underflow,code snippet injection
421,8,Overflow-Underflow,code snippet injection
412,4,Overflow-Underflow,code snippet injection
376,4,Overflow-Underflow,code snippet injection
345,10,Overflow-Underflow,code snippet injection
316,4,Overflow-Underflow,code snippet injection
186,8,Overflow-Underflow,code snippet injection
175,4,Overflow-Underflow,code snippet injection
162,4,Overflow-Underflow,code snippet injection
127,10,Overflow-Underflow,code snippet injection
97,8,Overflow-Underflow,code snippet injection
92,4,Overflow-Underflow,code snippet injection
87,4,Overflow-Underflow,code snippet injection
76,10,Overflow-Underflow,code snippet injection
67,8,Overflow-Underflow,code snippet injection
62,4,Overflow-Underflow,code snippet injection
273,4,Overflow-Underflow,code snippet injection
268,4,Overflow-Underflow,code snippet injection
256,10,Overflow-Underflow,code snippet injection
247,8,Overflow-Underflow,code snippet injection
242,4,Overflow-Underflow,code snippet injection
237,4,Overflow-Underflow,code snippet injection
226,10,Overflow-Underflow,code snippet injection
