loc,length,bug type,approach
229,5,tx-origin,code snippet injection
98,4,tx-origin,code snippet injection
272,4,tx-origin,code snippet injection
263,3,tx-origin,code snippet injection
239,4,tx-origin,code snippet injection
196,4,tx-origin,code snippet injection
165,4,tx-origin,code snippet injection
153,3,tx-origin,code snippet injection
141,4,tx-origin,code snippet injection
122,4,tx-origin,code snippet injection
111,4,tx-origin,code snippet injection
222,5,tx-origin,code snippet injection
218,3,tx-origin,code snippet injection
185,4,tx-origin,code snippet injection
92,4,tx-origin,code snippet injection
