loc,length,bug type,approach
216,5,tx-origin,code snippet injection
211,4,tx-origin,code snippet injection
206,4,tx-origin,code snippet injection
37,3,tx-origin,code snippet injection
32,4,tx-origin,code snippet injection
27,4,tx-origin,code snippet injection
22,4,tx-origin,code snippet injection
282,3,tx-origin,code snippet injection
268,4,tx-origin,code snippet injection
250,4,tx-origin,code snippet injection
236,4,tx-origin,code snippet injection
226,5,tx-origin,code snippet injection
188,3,tx-origin,code snippet injection
178,4,tx-origin,code snippet injection
168,4,tx-origin,code snippet injection
157,4,tx-origin,code snippet injection
147,3,tx-origin,code snippet injection
138,4,tx-origin,code snippet injection
129,4,tx-origin,code snippet injection
120,4,tx-origin,code snippet injection
112,3,tx-origin,code snippet injection
103,4,tx-origin,code snippet injection
94,4,tx-origin,code snippet injection
67,4,tx-origin,code snippet injection
58,4,tx-origin,code snippet injection
50,3,tx-origin,code snippet injection
200,4,tx-origin,code snippet injection
195,4,tx-origin,code snippet injection
16,4,tx-origin,code snippet injection
12,3,tx-origin,code snippet injection
7,4,tx-origin,code snippet injection
