loc,length,bug type,approach
131,5,tx-origin,code snippet injection
97,4,tx-origin,code snippet injection
92,4,tx-origin,code snippet injection
353,3,tx-origin,code snippet injection
341,4,tx-origin,code snippet injection
329,4,tx-origin,code snippet injection
312,4,tx-origin,code snippet injection
300,3,tx-origin,code snippet injection
278,4,tx-origin,code snippet injection
259,4,tx-origin,code snippet injection
242,4,tx-origin,code snippet injection
229,5,tx-origin,code snippet injection
218,3,tx-origin,code snippet injection
163,4,tx-origin,code snippet injection
153,4,tx-origin,code snippet injection
140,4,tx-origin,code snippet injection
112,3,tx-origin,code snippet injection
87,4,tx-origin,code snippet injection
82,4,tx-origin,code snippet injection
77,4,tx-origin,code snippet injection
73,3,tx-origin,code snippet injection
68,4,tx-origin,code snippet injection
63,4,tx-origin,code snippet injection
50,4,tx-origin,code snippet injection
42,4,tx-origin,code snippet injection
35,3,tx-origin,code snippet injection
27,4,tx-origin,code snippet injection
200,4,tx-origin,code snippet injection
195,4,tx-origin,code snippet injection
190,3,tx-origin,code snippet injection
185,4,tx-origin,code snippet injection
180,4,tx-origin,code snippet injection
175,4,tx-origin,code snippet injection
126,3,tx-origin,code snippet injection
122,3,tx-origin,code snippet injection
