loc,length,bug type,approach
83,5,tx-origin,code snippet injection
78,4,tx-origin,code snippet injection
73,4,tx-origin,code snippet injection
69,3,tx-origin,code snippet injection
64,4,tx-origin,code snippet injection
59,4,tx-origin,code snippet injection
54,4,tx-origin,code snippet injection
273,3,tx-origin,code snippet injection
262,4,tx-origin,code snippet injection
253,4,tx-origin,code snippet injection
244,4,tx-origin,code snippet injection
234,5,tx-origin,code snippet injection
220,3,tx-origin,code snippet injection
182,4,tx-origin,code snippet injection
138,4,tx-origin,code snippet injection
118,4,tx-origin,code snippet injection
102,3,tx-origin,code snippet injection
93,4,tx-origin,code snippet injection
47,4,tx-origin,code snippet injection
33,4,tx-origin,code snippet injection
10,3,tx-origin,code snippet injection
