loc,length,bug type,approach
885,5,tx-origin,code snippet injection
870,4,tx-origin,code snippet injection
829,4,tx-origin,code snippet injection
819,3,tx-origin,code snippet injection
770,4,tx-origin,code snippet injection
745,4,tx-origin,code snippet injection
720,4,tx-origin,code snippet injection
696,3,tx-origin,code snippet injection
687,4,tx-origin,code snippet injection
665,4,tx-origin,code snippet injection
651,4,tx-origin,code snippet injection
637,5,tx-origin,code snippet injection
625,3,tx-origin,code snippet injection
598,4,tx-origin,code snippet injection
573,4,tx-origin,code snippet injection
510,4,tx-origin,code snippet injection
498,3,tx-origin,code snippet injection
485,4,tx-origin,code snippet injection
472,4,tx-origin,code snippet injection
454,4,tx-origin,code snippet injection
419,3,tx-origin,code snippet injection
387,4,tx-origin,code snippet injection
370,4,tx-origin,code snippet injection
362,4,tx-origin,code snippet injection
348,4,tx-origin,code snippet injection
321,3,tx-origin,code snippet injection
307,4,tx-origin,code snippet injection
284,4,tx-origin,code snippet injection
279,4,tx-origin,code snippet injection
275,3,tx-origin,code snippet injection
270,4,tx-origin,code snippet injection
265,4,tx-origin,code snippet injection
259,4,tx-origin,code snippet injection
255,3,tx-origin,code snippet injection
251,3,tx-origin,code snippet injection
246,4,tx-origin,code snippet injection
241,4,tx-origin,code snippet injection
236,4,tx-origin,code snippet injection
232,3,tx-origin,code snippet injection
227,4,tx-origin,code snippet injection
