loc,length,bug type,approach
780,5,tx-origin,code snippet injection
773,4,tx-origin,code snippet injection
709,4,tx-origin,code snippet injection
705,3,tx-origin,code snippet injection
639,4,tx-origin,code snippet injection
634,4,tx-origin,code snippet injection
858,4,tx-origin,code snippet injection
850,3,tx-origin,code snippet injection
834,4,tx-origin,code snippet injection
824,4,tx-origin,code snippet injection
802,4,tx-origin,code snippet injection
792,5,tx-origin,code snippet injection
766,3,tx-origin,code snippet injection
757,4,tx-origin,code snippet injection
748,4,tx-origin,code snippet injection
740,4,tx-origin,code snippet injection
733,3,tx-origin,code snippet injection
720,4,tx-origin,code snippet injection
696,4,tx-origin,code snippet injection
687,4,tx-origin,code snippet injection
679,3,tx-origin,code snippet injection
671,4,tx-origin,code snippet injection
663,4,tx-origin,code snippet injection
650,4,tx-origin,code snippet injection
601,4,tx-origin,code snippet injection
578,3,tx-origin,code snippet injection
557,4,tx-origin,code snippet injection
543,4,tx-origin,code snippet injection
522,4,tx-origin,code snippet injection
497,3,tx-origin,code snippet injection
471,4,tx-origin,code snippet injection
445,4,tx-origin,code snippet injection
424,4,tx-origin,code snippet injection
414,3,tx-origin,code snippet injection
406,3,tx-origin,code snippet injection
396,4,tx-origin,code snippet injection
378,4,tx-origin,code snippet injection
369,4,tx-origin,code snippet injection
353,3,tx-origin,code snippet injection
336,4,tx-origin,code snippet injection
