loc,length,bug type,approach
132,5,tx-origin,code snippet injection
127,4,tx-origin,code snippet injection
17,4,tx-origin,code snippet injection
224,3,tx-origin,code snippet injection
214,4,tx-origin,code snippet injection
206,4,tx-origin,code snippet injection
197,4,tx-origin,code snippet injection
190,3,tx-origin,code snippet injection
182,4,tx-origin,code snippet injection
167,4,tx-origin,code snippet injection
154,4,tx-origin,code snippet injection
89,5,tx-origin,code snippet injection
85,3,tx-origin,code snippet injection
80,4,tx-origin,code snippet injection
39,4,tx-origin,code snippet injection
26,4,tx-origin,code snippet injection
142,3,tx-origin,code snippet injection
121,4,tx-origin,code snippet injection
116,4,tx-origin,code snippet injection
110,4,tx-origin,code snippet injection
106,3,tx-origin,code snippet injection
101,4,tx-origin,code snippet injection
96,4,tx-origin,code snippet injection
11,4,tx-origin,code snippet injection
6,4,tx-origin,code snippet injection
