loc,length,bug type,approach
59,5,tx-origin,code snippet injection
52,4,tx-origin,code snippet injection
45,4,tx-origin,code snippet injection
224,3,tx-origin,code snippet injection
202,4,tx-origin,code snippet injection
183,4,tx-origin,code snippet injection
160,4,tx-origin,code snippet injection
142,3,tx-origin,code snippet injection
122,4,tx-origin,code snippet injection
105,4,tx-origin,code snippet injection
80,4,tx-origin,code snippet injection
37,5,tx-origin,code snippet injection
33,3,tx-origin,code snippet injection
26,4,tx-origin,code snippet injection
20,4,tx-origin,code snippet injection
15,4,tx-origin,code snippet injection
11,3,tx-origin,code snippet injection
