loc,length,bug type,approach
277,5,tx-origin,code snippet injection
102,4,tx-origin,code snippet injection
95,4,tx-origin,code snippet injection
89,3,tx-origin,code snippet injection
12,4,tx-origin,code snippet injection
366,4,tx-origin,code snippet injection
353,4,tx-origin,code snippet injection
344,3,tx-origin,code snippet injection
332,4,tx-origin,code snippet injection
320,4,tx-origin,code snippet injection
306,4,tx-origin,code snippet injection
289,5,tx-origin,code snippet injection
248,3,tx-origin,code snippet injection
226,4,tx-origin,code snippet injection
203,4,tx-origin,code snippet injection
184,4,tx-origin,code snippet injection
165,3,tx-origin,code snippet injection
148,4,tx-origin,code snippet injection
123,4,tx-origin,code snippet injection
47,4,tx-origin,code snippet injection
26,3,tx-origin,code snippet injection
270,4,tx-origin,code snippet injection
264,4,tx-origin,code snippet injection
259,4,tx-origin,code snippet injection
82,4,tx-origin,code snippet injection
78,3,tx-origin,code snippet injection
71,4,tx-origin,code snippet injection
65,4,tx-origin,code snippet injection
60,4,tx-origin,code snippet injection
56,3,tx-origin,code snippet injection
6,4,tx-origin,code snippet injection
