loc,length,bug type,approach
71,5,tx-origin,code snippet injection
66,4,tx-origin,code snippet injection
170,4,tx-origin,code snippet injection
163,3,tx-origin,code snippet injection
153,4,tx-origin,code snippet injection
145,4,tx-origin,code snippet injection
129,4,tx-origin,code snippet injection
118,3,tx-origin,code snippet injection
60,4,tx-origin,code snippet injection
51,4,tx-origin,code snippet injection
41,4,tx-origin,code snippet injection
29,5,tx-origin,code snippet injection
20,3,tx-origin,code snippet injection
104,4,tx-origin,code snippet injection
99,4,tx-origin,code snippet injection
94,4,tx-origin,code snippet injection
84,3,tx-origin,code snippet injection
79,4,tx-origin,code snippet injection
