loc,length,bug type,approach
236,5,tx-origin,code snippet injection
231,4,tx-origin,code snippet injection
226,4,tx-origin,code snippet injection
222,3,tx-origin,code snippet injection
217,4,tx-origin,code snippet injection
212,4,tx-origin,code snippet injection
39,4,tx-origin,code snippet injection
35,3,tx-origin,code snippet injection
516,4,tx-origin,code snippet injection
458,4,tx-origin,code snippet injection
427,4,tx-origin,code snippet injection
396,5,tx-origin,code snippet injection
371,3,tx-origin,code snippet injection
330,4,tx-origin,code snippet injection
301,4,tx-origin,code snippet injection
281,4,tx-origin,code snippet injection
96,3,tx-origin,code snippet injection
91,4,tx-origin,code snippet injection
86,4,tx-origin,code snippet injection
81,4,tx-origin,code snippet injection
77,3,tx-origin,code snippet injection
72,4,tx-origin,code snippet injection
67,4,tx-origin,code snippet injection
58,4,tx-origin,code snippet injection
50,4,tx-origin,code snippet injection
28,3,tx-origin,code snippet injection
15,4,tx-origin,code snippet injection
206,4,tx-origin,code snippet injection
200,4,tx-origin,code snippet injection
196,3,tx-origin,code snippet injection
191,4,tx-origin,code snippet injection
186,4,tx-origin,code snippet injection
181,4,tx-origin,code snippet injection
177,3,tx-origin,code snippet injection
173,3,tx-origin,code snippet injection
6,4,tx-origin,code snippet injection
