loc,length,bug type,approach
88,5,tx-origin,code snippet injection
61,4,tx-origin,code snippet injection
56,4,tx-origin,code snippet injection
310,3,tx-origin,code snippet injection
298,4,tx-origin,code snippet injection
286,4,tx-origin,code snippet injection
269,4,tx-origin,code snippet injection
257,3,tx-origin,code snippet injection
235,4,tx-origin,code snippet injection
216,4,tx-origin,code snippet injection
199,4,tx-origin,code snippet injection
186,5,tx-origin,code snippet injection
175,3,tx-origin,code snippet injection
120,4,tx-origin,code snippet injection
110,4,tx-origin,code snippet injection
97,4,tx-origin,code snippet injection
71,3,tx-origin,code snippet injection
51,4,tx-origin,code snippet injection
46,4,tx-origin,code snippet injection
41,4,tx-origin,code snippet injection
37,3,tx-origin,code snippet injection
32,4,tx-origin,code snippet injection
27,4,tx-origin,code snippet injection
156,4,tx-origin,code snippet injection
151,4,tx-origin,code snippet injection
145,3,tx-origin,code snippet injection
140,4,tx-origin,code snippet injection
135,4,tx-origin,code snippet injection
130,4,tx-origin,code snippet injection
83,3,tx-origin,code snippet injection
78,4,tx-origin,code snippet injection
