loc,length,bug type,approach
267,5,tx-origin,code snippet injection
248,4,tx-origin,code snippet injection
237,4,tx-origin,code snippet injection
227,3,tx-origin,code snippet injection
216,4,tx-origin,code snippet injection
196,4,tx-origin,code snippet injection
184,4,tx-origin,code snippet injection
173,3,tx-origin,code snippet injection
160,4,tx-origin,code snippet injection
149,4,tx-origin,code snippet injection
141,4,tx-origin,code snippet injection
132,5,tx-origin,code snippet injection
124,3,tx-origin,code snippet injection
114,4,tx-origin,code snippet injection
105,4,tx-origin,code snippet injection
97,4,tx-origin,code snippet injection
254,3,tx-origin,code snippet injection
204,4,tx-origin,code snippet injection
87,4,tx-origin,code snippet injection
82,4,tx-origin,code snippet injection
75,3,tx-origin,code snippet injection
70,4,tx-origin,code snippet injection
