loc,length,bug type,approach
57,5,tx-origin,code snippet injection
50,4,tx-origin,code snippet injection
43,4,tx-origin,code snippet injection
222,3,tx-origin,code snippet injection
200,4,tx-origin,code snippet injection
181,4,tx-origin,code snippet injection
158,4,tx-origin,code snippet injection
140,3,tx-origin,code snippet injection
120,4,tx-origin,code snippet injection
103,4,tx-origin,code snippet injection
78,4,tx-origin,code snippet injection
35,5,tx-origin,code snippet injection
31,3,tx-origin,code snippet injection
24,4,tx-origin,code snippet injection
18,4,tx-origin,code snippet injection
13,4,tx-origin,code snippet injection
9,3,tx-origin,code snippet injection
