loc,length,bug type,approach
322,5,tx-origin,code snippet injection
313,4,tx-origin,code snippet injection
304,4,tx-origin,code snippet injection
296,3,tx-origin,code snippet injection
287,4,tx-origin,code snippet injection
278,4,tx-origin,code snippet injection
269,4,tx-origin,code snippet injection
261,3,tx-origin,code snippet injection
252,4,tx-origin,code snippet injection
243,4,tx-origin,code snippet injection
234,4,tx-origin,code snippet injection
224,5,tx-origin,code snippet injection
216,3,tx-origin,code snippet injection
207,4,tx-origin,code snippet injection
198,4,tx-origin,code snippet injection
189,4,tx-origin,code snippet injection
181,3,tx-origin,code snippet injection
172,4,tx-origin,code snippet injection
163,4,tx-origin,code snippet injection
154,4,tx-origin,code snippet injection
141,3,tx-origin,code snippet injection
129,4,tx-origin,code snippet injection
113,4,tx-origin,code snippet injection
104,4,tx-origin,code snippet injection
95,4,tx-origin,code snippet injection
87,3,tx-origin,code snippet injection
67,4,tx-origin,code snippet injection
55,4,tx-origin,code snippet injection
