loc,length,bug type,approach
321,5,tx-origin,code snippet injection
311,4,tx-origin,code snippet injection
13,4,tx-origin,code snippet injection
580,3,tx-origin,code snippet injection
565,4,tx-origin,code snippet injection
540,4,tx-origin,code snippet injection
499,4,tx-origin,code snippet injection
477,3,tx-origin,code snippet injection
456,4,tx-origin,code snippet injection
434,4,tx-origin,code snippet injection
418,4,tx-origin,code snippet injection
405,5,tx-origin,code snippet injection
395,3,tx-origin,code snippet injection
378,4,tx-origin,code snippet injection
369,4,tx-origin,code snippet injection
358,4,tx-origin,code snippet injection
346,3,tx-origin,code snippet injection
295,4,tx-origin,code snippet injection
275,4,tx-origin,code snippet injection
263,4,tx-origin,code snippet injection
252,3,tx-origin,code snippet injection
218,4,tx-origin,code snippet injection
204,4,tx-origin,code snippet injection
35,4,tx-origin,code snippet injection
22,4,tx-origin,code snippet injection
185,3,tx-origin,code snippet injection
180,4,tx-origin,code snippet injection
175,4,tx-origin,code snippet injection
169,4,tx-origin,code snippet injection
165,3,tx-origin,code snippet injection
160,4,tx-origin,code snippet injection
153,4,tx-origin,code snippet injection
148,4,tx-origin,code snippet injection
143,3,tx-origin,code snippet injection
138,3,tx-origin,code snippet injection
7,4,tx-origin,code snippet injection
