loc,length,bug type,approach
106,5,tx-origin,code snippet injection
97,4,tx-origin,code snippet injection
229,4,tx-origin,code snippet injection
223,3,tx-origin,code snippet injection
212,4,tx-origin,code snippet injection
199,4,tx-origin,code snippet injection
190,4,tx-origin,code snippet injection
182,3,tx-origin,code snippet injection
172,4,tx-origin,code snippet injection
163,4,tx-origin,code snippet injection
155,4,tx-origin,code snippet injection
145,5,tx-origin,code snippet injection
138,3,tx-origin,code snippet injection
130,4,tx-origin,code snippet injection
123,4,tx-origin,code snippet injection
115,4,tx-origin,code snippet injection
97,3,tx-origin,code snippet injection
85,4,tx-origin,code snippet injection
80,4,tx-origin,code snippet injection
75,4,tx-origin,code snippet injection
71,3,tx-origin,code snippet injection
66,4,tx-origin,code snippet injection
61,4,tx-origin,code snippet injection
