loc,length,bug type,approach
404,3,Unchecked-Send,code snippet injection
398,5,Unchecked-Send,code snippet injection
394,3,Unchecked-Send,code snippet injection
86,3,Unchecked-Send,code snippet injection
74,3,Unchecked-Send,code snippet injection
70,3,Unchecked-Send,code snippet injection
391,2,Unchecked-Send,code snippet injection
382,3,Unchecked-Send,code snippet injection
372,3,Unchecked-Send,code snippet injection
361,3,Unchecked-Send,code snippet injection
353,3,Unchecked-Send,code snippet injection
344,3,Unchecked-Send,code snippet injection
337,3,Unchecked-Send,code snippet injection
318,3,Unchecked-Send,code snippet injection
308,3,Unchecked-Send,code snippet injection
300,3,Unchecked-Send,code snippet injection
293,3,Unchecked-Send,code snippet injection
276,3,Unchecked-Send,code snippet injection
268,3,Unchecked-Send,code snippet injection
261,3,Unchecked-Send,code snippet injection
249,3,Unchecked-Send,code snippet injection
231,3,Unchecked-Send,code snippet injection
225,2,Unchecked-Send,code snippet injection
217,3,Unchecked-Send,code snippet injection
210,3,Unchecked-Send,code snippet injection
122,3,Unchecked-Send,code snippet injection
98,6,Unchecked-Send,code snippet injection
64,5,Unchecked-Send,code snippet injection
60,3,Unchecked-Send,code snippet injection
56,3,Unchecked-Send,code snippet injection
52,3,Unchecked-Send,code snippet injection
48,3,Unchecked-Send,code snippet injection
45,2,Unchecked-Send,code snippet injection
187,9,Unchecked-Send,code snippet injection
176,9,Unchecked-Send,code snippet injection
171,3,Unchecked-Send,code snippet injection
162,8,Unchecked-Send,code snippet injection
156,5,Unchecked-Send,code snippet injection
146,9,Unchecked-Send,code snippet injection
138,6,Unchecked-Send,code snippet injection
132,5,Unchecked-Send,code snippet injection
82,3,Unchecked-Send,code snippet injection
