loc,length,bug type,approach
286,3,Unchecked-Send,code snippet injection
275,5,Unchecked-Send,code snippet injection
264,3,Unchecked-Send,code snippet injection
257,3,Unchecked-Send,code snippet injection
248,3,Unchecked-Send,code snippet injection
238,3,Unchecked-Send,code snippet injection
229,2,Unchecked-Send,code snippet injection
205,3,Unchecked-Send,code snippet injection
195,3,Unchecked-Send,code snippet injection
186,3,Unchecked-Send,code snippet injection
166,3,Unchecked-Send,code snippet injection
157,3,Unchecked-Send,code snippet injection
150,3,Unchecked-Send,code snippet injection
143,3,Unchecked-Send,code snippet injection
136,3,Unchecked-Send,code snippet injection
96,3,Unchecked-Send,code snippet injection
89,3,Unchecked-Send,code snippet injection
82,3,Unchecked-Send,code snippet injection
75,3,Unchecked-Send,code snippet injection
128,3,Unchecked-Send,code snippet injection
124,3,Unchecked-Send,code snippet injection
120,3,Unchecked-Send,code snippet injection
117,2,Unchecked-Send,code snippet injection
113,3,Unchecked-Send,code snippet injection
108,3,Unchecked-Send,code snippet injection
104,3,Unchecked-Send,code snippet injection
62,6,Unchecked-Send,code snippet injection
56,5,Unchecked-Send,code snippet injection
52,3,Unchecked-Send,code snippet injection
