loc,length,bug type,approach
49,3,Unchecked-Send,code snippet injection
42,5,Unchecked-Send,code snippet injection
244,3,Unchecked-Send,code snippet injection
236,3,Unchecked-Send,code snippet injection
215,3,Unchecked-Send,code snippet injection
193,3,Unchecked-Send,code snippet injection
181,2,Unchecked-Send,code snippet injection
173,3,Unchecked-Send,code snippet injection
165,3,Unchecked-Send,code snippet injection
153,3,Unchecked-Send,code snippet injection
144,3,Unchecked-Send,code snippet injection
135,3,Unchecked-Send,code snippet injection
127,3,Unchecked-Send,code snippet injection
119,3,Unchecked-Send,code snippet injection
111,3,Unchecked-Send,code snippet injection
101,3,Unchecked-Send,code snippet injection
93,3,Unchecked-Send,code snippet injection
83,3,Unchecked-Send,code snippet injection
68,3,Unchecked-Send,code snippet injection
37,3,Unchecked-Send,code snippet injection
32,3,Unchecked-Send,code snippet injection
21,3,Unchecked-Send,code snippet injection
17,2,Unchecked-Send,code snippet injection
12,3,Unchecked-Send,code snippet injection
7,3,Unchecked-Send,code snippet injection
