loc,length,bug type,approach
833,3,Unchecked-Send,code snippet injection
825,5,Unchecked-Send,code snippet injection
766,3,Unchecked-Send,code snippet injection
762,3,Unchecked-Send,code snippet injection
703,3,Unchecked-Send,code snippet injection
699,3,Unchecked-Send,code snippet injection
905,2,Unchecked-Send,code snippet injection
897,3,Unchecked-Send,code snippet injection
882,3,Unchecked-Send,code snippet injection
873,3,Unchecked-Send,code snippet injection
852,3,Unchecked-Send,code snippet injection
844,3,Unchecked-Send,code snippet injection
818,3,Unchecked-Send,code snippet injection
810,3,Unchecked-Send,code snippet injection
802,3,Unchecked-Send,code snippet injection
795,3,Unchecked-Send,code snippet injection
788,3,Unchecked-Send,code snippet injection
776,3,Unchecked-Send,code snippet injection
754,3,Unchecked-Send,code snippet injection
746,3,Unchecked-Send,code snippet injection
738,3,Unchecked-Send,code snippet injection
731,3,Unchecked-Send,code snippet injection
725,2,Unchecked-Send,code snippet injection
713,3,Unchecked-Send,code snippet injection
667,3,Unchecked-Send,code snippet injection
644,3,Unchecked-Send,code snippet injection
621,6,Unchecked-Send,code snippet injection
606,5,Unchecked-Send,code snippet injection
586,3,Unchecked-Send,code snippet injection
561,3,Unchecked-Send,code snippet injection
536,3,Unchecked-Send,code snippet injection
511,3,Unchecked-Send,code snippet injection
492,2,Unchecked-Send,code snippet injection
476,9,Unchecked-Send,code snippet injection
462,9,Unchecked-Send,code snippet injection
453,3,Unchecked-Send,code snippet injection
431,8,Unchecked-Send,code snippet injection
421,5,Unchecked-Send,code snippet injection
399,9,Unchecked-Send,code snippet injection
380,6,Unchecked-Send,code snippet injection
365,5,Unchecked-Send,code snippet injection
357,3,Unchecked-Send,code snippet injection
339,3,Unchecked-Send,code snippet injection
331,3,Unchecked-Send,code snippet injection
318,8,Unchecked-Send,code snippet injection
308,5,Unchecked-Send,code snippet injection
294,9,Unchecked-Send,code snippet injection
283,6,Unchecked-Send,code snippet injection
