loc,length,bug type,approach
138,3,Unchecked-Send,code snippet injection
91,5,Unchecked-Send,code snippet injection
87,3,Unchecked-Send,code snippet injection
343,3,Unchecked-Send,code snippet injection
332,3,Unchecked-Send,code snippet injection
321,3,Unchecked-Send,code snippet injection
306,2,Unchecked-Send,code snippet injection
294,3,Unchecked-Send,code snippet injection
273,3,Unchecked-Send,code snippet injection
255,3,Unchecked-Send,code snippet injection
239,3,Unchecked-Send,code snippet injection
228,3,Unchecked-Send,code snippet injection
217,3,Unchecked-Send,code snippet injection
167,3,Unchecked-Send,code snippet injection
158,3,Unchecked-Send,code snippet injection
146,3,Unchecked-Send,code snippet injection
107,3,Unchecked-Send,code snippet injection
83,3,Unchecked-Send,code snippet injection
79,3,Unchecked-Send,code snippet injection
75,3,Unchecked-Send,code snippet injection
71,3,Unchecked-Send,code snippet injection
67,3,Unchecked-Send,code snippet injection
64,2,Unchecked-Send,code snippet injection
52,3,Unchecked-Send,code snippet injection
45,3,Unchecked-Send,code snippet injection
38,3,Unchecked-Send,code snippet injection
28,6,Unchecked-Send,code snippet injection
198,5,Unchecked-Send,code snippet injection
194,3,Unchecked-Send,code snippet injection
189,3,Unchecked-Send,code snippet injection
185,3,Unchecked-Send,code snippet injection
181,3,Unchecked-Send,code snippet injection
178,2,Unchecked-Send,code snippet injection
127,9,Unchecked-Send,code snippet injection
117,9,Unchecked-Send,code snippet injection
