loc,length,bug type,approach
248,3,Unchecked-Send,code snippet injection
371,5,Unchecked-Send,code snippet injection
363,3,Unchecked-Send,code snippet injection
354,3,Unchecked-Send,code snippet injection
342,3,Unchecked-Send,code snippet injection
334,3,Unchecked-Send,code snippet injection
303,2,Unchecked-Send,code snippet injection
286,3,Unchecked-Send,code snippet injection
276,3,Unchecked-Send,code snippet injection
268,3,Unchecked-Send,code snippet injection
260,3,Unchecked-Send,code snippet injection
179,3,Unchecked-Send,code snippet injection
166,3,Unchecked-Send,code snippet injection
159,3,Unchecked-Send,code snippet injection
152,3,Unchecked-Send,code snippet injection
135,3,Unchecked-Send,code snippet injection
121,3,Unchecked-Send,code snippet injection
113,3,Unchecked-Send,code snippet injection
32,3,Unchecked-Send,code snippet injection
28,3,Unchecked-Send,code snippet injection
24,3,Unchecked-Send,code snippet injection
18,3,Unchecked-Send,code snippet injection
15,2,Unchecked-Send,code snippet injection
11,3,Unchecked-Send,code snippet injection
237,3,Unchecked-Send,code snippet injection
231,3,Unchecked-Send,code snippet injection
224,6,Unchecked-Send,code snippet injection
215,5,Unchecked-Send,code snippet injection
210,3,Unchecked-Send,code snippet injection
205,3,Unchecked-Send,code snippet injection
199,3,Unchecked-Send,code snippet injection
193,3,Unchecked-Send,code snippet injection
186,2,Unchecked-Send,code snippet injection
90,9,Unchecked-Send,code snippet injection
79,9,Unchecked-Send,code snippet injection
74,3,Unchecked-Send,code snippet injection
65,8,Unchecked-Send,code snippet injection
58,5,Unchecked-Send,code snippet injection
48,9,Unchecked-Send,code snippet injection
41,6,Unchecked-Send,code snippet injection
