loc,length,bug type,approach
53,3,Unchecked-Send,code snippet injection
45,5,Unchecked-Send,code snippet injection
39,3,Unchecked-Send,code snippet injection
210,3,Unchecked-Send,code snippet injection
189,3,Unchecked-Send,code snippet injection
171,3,Unchecked-Send,code snippet injection
150,2,Unchecked-Send,code snippet injection
132,3,Unchecked-Send,code snippet injection
113,3,Unchecked-Send,code snippet injection
97,3,Unchecked-Send,code snippet injection
73,3,Unchecked-Send,code snippet injection
33,3,Unchecked-Send,code snippet injection
29,3,Unchecked-Send,code snippet injection
23,3,Unchecked-Send,code snippet injection
18,3,Unchecked-Send,code snippet injection
14,3,Unchecked-Send,code snippet injection
10,3,Unchecked-Send,code snippet injection
