loc,length,bug type,approach
81,3,Unchecked-Send,code snippet injection
54,5,Unchecked-Send,code snippet injection
50,3,Unchecked-Send,code snippet injection
290,3,Unchecked-Send,code snippet injection
279,3,Unchecked-Send,code snippet injection
268,3,Unchecked-Send,code snippet injection
253,2,Unchecked-Send,code snippet injection
241,3,Unchecked-Send,code snippet injection
220,3,Unchecked-Send,code snippet injection
202,3,Unchecked-Send,code snippet injection
186,3,Unchecked-Send,code snippet injection
175,3,Unchecked-Send,code snippet injection
164,3,Unchecked-Send,code snippet injection
110,3,Unchecked-Send,code snippet injection
101,3,Unchecked-Send,code snippet injection
89,3,Unchecked-Send,code snippet injection
65,3,Unchecked-Send,code snippet injection
46,3,Unchecked-Send,code snippet injection
42,3,Unchecked-Send,code snippet injection
38,3,Unchecked-Send,code snippet injection
34,3,Unchecked-Send,code snippet injection
30,3,Unchecked-Send,code snippet injection
27,2,Unchecked-Send,code snippet injection
146,3,Unchecked-Send,code snippet injection
142,3,Unchecked-Send,code snippet injection
136,3,Unchecked-Send,code snippet injection
129,6,Unchecked-Send,code snippet injection
123,5,Unchecked-Send,code snippet injection
119,3,Unchecked-Send,code snippet injection
76,3,Unchecked-Send,code snippet injection
72,3,Unchecked-Send,code snippet injection
