loc,length,bug type,approach
56,3,Unchecked-Send,code snippet injection
431,5,Unchecked-Send,code snippet injection
424,3,Unchecked-Send,code snippet injection
416,3,Unchecked-Send,code snippet injection
400,3,Unchecked-Send,code snippet injection
250,3,Unchecked-Send,code snippet injection
236,2,Unchecked-Send,code snippet injection
215,3,Unchecked-Send,code snippet injection
190,3,Unchecked-Send,code snippet injection
176,3,Unchecked-Send,code snippet injection
166,3,Unchecked-Send,code snippet injection
155,3,Unchecked-Send,code snippet injection
111,3,Unchecked-Send,code snippet injection
17,3,Unchecked-Send,code snippet injection
13,3,Unchecked-Send,code snippet injection
9,3,Unchecked-Send,code snippet injection
5,3,Unchecked-Send,code snippet injection
140,3,Unchecked-Send,code snippet injection
135,3,Unchecked-Send,code snippet injection
130,3,Unchecked-Send,code snippet injection
125,3,Unchecked-Send,code snippet injection
120,3,Unchecked-Send,code snippet injection
116,2,Unchecked-Send,code snippet injection
79,3,Unchecked-Send,code snippet injection
74,3,Unchecked-Send,code snippet injection
69,3,Unchecked-Send,code snippet injection
61,6,Unchecked-Send,code snippet injection
