loc,length,bug type,approach
16,3,Unchecked-Send,code snippet injection
10,5,Unchecked-Send,code snippet injection
6,3,Unchecked-Send,code snippet injection
187,3,Unchecked-Send,code snippet injection
179,3,Unchecked-Send,code snippet injection
169,3,Unchecked-Send,code snippet injection
161,2,Unchecked-Send,code snippet injection
148,3,Unchecked-Send,code snippet injection
138,3,Unchecked-Send,code snippet injection
127,3,Unchecked-Send,code snippet injection
100,3,Unchecked-Send,code snippet injection
76,3,Unchecked-Send,code snippet injection
51,3,Unchecked-Send,code snippet injection
45,3,Unchecked-Send,code snippet injection
41,3,Unchecked-Send,code snippet injection
37,3,Unchecked-Send,code snippet injection
33,3,Unchecked-Send,code snippet injection
29,3,Unchecked-Send,code snippet injection
25,3,Unchecked-Send,code snippet injection
21,3,Unchecked-Send,code snippet injection
