loc,length,bug type,approach
78,3,Unchecked-Send,code snippet injection
72,5,Unchecked-Send,code snippet injection
68,3,Unchecked-Send,code snippet injection
64,3,Unchecked-Send,code snippet injection
60,3,Unchecked-Send,code snippet injection
56,3,Unchecked-Send,code snippet injection
53,2,Unchecked-Send,code snippet injection
258,3,Unchecked-Send,code snippet injection
248,3,Unchecked-Send,code snippet injection
240,3,Unchecked-Send,code snippet injection
232,3,Unchecked-Send,code snippet injection
224,3,Unchecked-Send,code snippet injection
210,3,Unchecked-Send,code snippet injection
173,3,Unchecked-Send,code snippet injection
130,3,Unchecked-Send,code snippet injection
111,3,Unchecked-Send,code snippet injection
95,3,Unchecked-Send,code snippet injection
87,3,Unchecked-Send,code snippet injection
47,3,Unchecked-Send,code snippet injection
34,3,Unchecked-Send,code snippet injection
11,3,Unchecked-Send,code snippet injection
