loc,length,bug type,approach
234,3,Unchecked-Send,code snippet injection
228,5,Unchecked-Send,code snippet injection
224,3,Unchecked-Send,code snippet injection
220,3,Unchecked-Send,code snippet injection
216,3,Unchecked-Send,code snippet injection
212,3,Unchecked-Send,code snippet injection
41,2,Unchecked-Send,code snippet injection
37,3,Unchecked-Send,code snippet injection
506,3,Unchecked-Send,code snippet injection
449,3,Unchecked-Send,code snippet injection
419,3,Unchecked-Send,code snippet injection
390,3,Unchecked-Send,code snippet injection
365,3,Unchecked-Send,code snippet injection
325,3,Unchecked-Send,code snippet injection
297,3,Unchecked-Send,code snippet injection
278,3,Unchecked-Send,code snippet injection
88,3,Unchecked-Send,code snippet injection
84,3,Unchecked-Send,code snippet injection
80,3,Unchecked-Send,code snippet injection
76,3,Unchecked-Send,code snippet injection
72,3,Unchecked-Send,code snippet injection
68,3,Unchecked-Send,code snippet injection
65,2,Unchecked-Send,code snippet injection
57,3,Unchecked-Send,code snippet injection
50,3,Unchecked-Send,code snippet injection
30,3,Unchecked-Send,code snippet injection
15,6,Unchecked-Send,code snippet injection
205,5,Unchecked-Send,code snippet injection
200,3,Unchecked-Send,code snippet injection
196,3,Unchecked-Send,code snippet injection
192,3,Unchecked-Send,code snippet injection
188,3,Unchecked-Send,code snippet injection
185,2,Unchecked-Send,code snippet injection
175,9,Unchecked-Send,code snippet injection
165,9,Unchecked-Send,code snippet injection
7,3,Unchecked-Send,code snippet injection
