loc,length,bug type,approach
122,3,Unchecked-Send,code snippet injection
115,5,Unchecked-Send,code snippet injection
110,3,Unchecked-Send,code snippet injection
299,3,Unchecked-Send,code snippet injection
292,3,Unchecked-Send,code snippet injection
281,3,Unchecked-Send,code snippet injection
271,2,Unchecked-Send,code snippet injection
258,3,Unchecked-Send,code snippet injection
247,3,Unchecked-Send,code snippet injection
183,3,Unchecked-Send,code snippet injection
171,3,Unchecked-Send,code snippet injection
161,3,Unchecked-Send,code snippet injection
151,3,Unchecked-Send,code snippet injection
143,3,Unchecked-Send,code snippet injection
133,3,Unchecked-Send,code snippet injection
67,3,Unchecked-Send,code snippet injection
55,3,Unchecked-Send,code snippet injection
224,3,Unchecked-Send,code snippet injection
212,3,Unchecked-Send,code snippet injection
208,3,Unchecked-Send,code snippet injection
203,3,Unchecked-Send,code snippet injection
199,3,Unchecked-Send,code snippet injection
196,2,Unchecked-Send,code snippet injection
105,3,Unchecked-Send,code snippet injection
101,3,Unchecked-Send,code snippet injection
96,3,Unchecked-Send,code snippet injection
89,6,Unchecked-Send,code snippet injection
83,5,Unchecked-Send,code snippet injection
79,3,Unchecked-Send,code snippet injection
47,3,Unchecked-Send,code snippet injection
